Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Player_links,BBrefID
Aaron James,1975,1979,F,6-8,210.0,"October 5, 1952",Grambling State University,https://www.basketball-reference.com/players/j/jamesaa01.html,jamesaa01
Bernard James,2013,2015,C,6-10,240.0,"February 7, 1985",Florida State,https://www.basketball-reference.com/players/j/jamesbe01.html,jamesbe01
Billy James,1974,1974,G,6-3,185.0,"February 11, 1950",Marshall,https://www.basketball-reference.com/players/j/jamesbi01.html,jamesbi01
Damion James,2011,2014,G-F,6-7,225.0,"October 7, 1987",Texas,https://www.basketball-reference.com/players/j/jamesda01.html,jamesda01
Gene James,1949,1951,F,6-4,180.0,"February 15, 1925",Marshall,https://www.basketball-reference.com/players/j/jamesge01.html,jamesge01
Henry James,1991,1998,F,6-8,220.0,"July 29, 1965","South Plains College, St. Mary's University",https://www.basketball-reference.com/players/j/jameshe01.html,jameshe01
Jerome James,1999,2009,C,7-0,300.0,"November 17, 1975",Florida A&M,https://www.basketball-reference.com/players/j/jamesje01.html,jamesje01
Justin James,2020,2020,G,6-7,190.0,"January 24, 1997",Wyoming,https://www.basketball-reference.com/players/j/jamesju01.html,jamesju01
LeBron James,2004,2020,F-G,6-9,250.0,"December 30, 1984",,https://www.basketball-reference.com/players/j/jamesle01.html,jamesle01
Mike James,2002,2014,G,6-2,188.0,"June 23, 1975",Duquesne,https://www.basketball-reference.com/players/j/jamesmi01.html,jamesmi01
Mike James,2018,2018,G,6-1,189.0,"August 18, 1990",Lamar,https://www.basketball-reference.com/players/j/jamesmi02.html,jamesmi02
Tim James,2000,2002,F,6-7,212.0,"December 26, 1976",Miami (FL),https://www.basketball-reference.com/players/j/jamesti01.html,jamesti01
Antawn Jamison,1999,2014,F,6-8,223.0,"June 12, 1976",UNC,https://www.basketball-reference.com/players/j/jamisan01.html,jamisan01
Harold Jamison,2000,2002,F,6-8,260.0,"November 20, 1976",Clemson,https://www.basketball-reference.com/players/j/jamisha01.html,jamisha01
John Janisch,1947,1948,F-G,6-3,200.0,"March 15, 1920",Valparaiso,https://www.basketball-reference.com/players/j/janisjo01.html,janisjo01
Howie Janotta,1950,1950,F,6-3,185.0,"October 19, 1924",Seton Hall,https://www.basketball-reference.com/players/j/janotho01.html,janotho01
Marko Jarić,2003,2009,G,6-7,198.0,"October 12, 1978",,https://www.basketball-reference.com/players/j/jaricma01.html,jaricma01
Tony Jaros,1947,1951,F-G,6-3,185.0,"February 22, 1920",Minnesota,https://www.basketball-reference.com/players/j/jarosto01.html,jarosto01
Jim Jarvis,1968,1969,G,6-1,175.0,"March 3, 1943",Oregon State,https://www.basketball-reference.com/players/j/jarviji01.html,jarviji01
Šarūnas Jasikevičius,2006,2007,G,6-4,195.0,"March 5, 1976",Maryland,https://www.basketball-reference.com/players/j/jasiksa01.html,jasiksa01
Nathan Jawai,2009,2010,C-F,6-10,280.0,"October 10, 1986",Midland College,https://www.basketball-reference.com/players/j/jawaina01.html,jawaina01
Buddy Jeannette*,1948,1950,G,5-11,175.0,"September 15, 1917",Washington & Jefferson College,https://www.basketball-reference.com/players/j/jeannbu01.html,jeannbu01
Abdul Jeelani,1980,1981,F-C,6-8,210.0,"February 10, 1954",University of Wisconsin-Parkside,https://www.basketball-reference.com/players/j/jeelaab01.html,jeelaab01
Chris Jefferies,2003,2004,G-F,6-8,225.0,"February 13, 1980","Arkansas, Fresno State",https://www.basketball-reference.com/players/j/jeffech01.html,jeffech01
Othyus Jeffers,2010,2014,G,6-5,200.0,"August 5, 1985","University of Illinois at Chicago, Robert Morris University (IL)",https://www.basketball-reference.com/players/j/jeffeot01.html,jeffeot01
Al Jefferson,2005,2018,C-F,6-10,289.0,"January 4, 1985",,https://www.basketball-reference.com/players/j/jeffeal01.html,jeffeal01
Amile Jefferson,2019,2020,F,6-9,222.0,"May 7, 1993",Duke,https://www.basketball-reference.com/players/j/jeffeam01.html,jeffeam01
Cory Jefferson,2015,2016,F,6-9,218.0,"December 26, 1990",Baylor,https://www.basketball-reference.com/players/j/jeffeco01.html,jeffeco01
Dontell Jefferson,2009,2009,G,6-5,195.0,"December 15, 1983",Arkansas,https://www.basketball-reference.com/players/j/jeffedo01.html,jeffedo01
Richard Jefferson,2002,2018,F,6-7,233.0,"June 21, 1980",Arizona,https://www.basketball-reference.com/players/j/jefferi01.html,jefferi01
DaQuan Jeffries,2020,2020,G-F,6-5,230.0,"August 30, 1997","Oral Roberts, Tulsa",https://www.basketball-reference.com/players/j/jeffrda01.html,jeffrda01
Jared Jeffries,2003,2013,F,6-11,230.0,"November 25, 1981",Indiana,https://www.basketball-reference.com/players/j/jeffrja01.html,jeffrja01
Charles Jenkins,2012,2013,G,6-3,220.0,"February 28, 1989",Hofstra,https://www.basketball-reference.com/players/j/jenkich01.html,jenkich01
Horace Jenkins,2005,2005,G,6-1,180.0,"October 14, 1974",William Paterson University,https://www.basketball-reference.com/players/j/jenkiho01.html,jenkiho01
John Jenkins,2013,2019,G,6-4,215.0,"March 6, 1991",Vanderbilt,https://www.basketball-reference.com/players/j/jenkijo01.html,jenkijo01
Brandon Jennings,2010,2018,G,6-1,170.0,"September 23, 1989",,https://www.basketball-reference.com/players/j/jennibr01.html,jennibr01
Keith Jennings,1993,1995,G,5-7,160.0,"November 2, 1968",East Tennessee State University,https://www.basketball-reference.com/players/j/jennike01.html,jennike01
Chris Jent,1994,1997,F,6-7,220.0,"January 11, 1970",Ohio State,https://www.basketball-reference.com/players/j/jentch01.html,jentch01
Les Jepsen,1991,1992,C,7-0,237.0,"June 24, 1967",Iowa,https://www.basketball-reference.com/players/j/jepsele01.html,jepsele01
Jonas Jerebko,2010,2019,F,6-10,231.0,"March 2, 1987",,https://www.basketball-reference.com/players/j/jerebjo01.html,jerebjo01
Ty Jerome,2020,2020,G,6-5,195.0,"July 8, 1997",Virginia,https://www.basketball-reference.com/players/j/jeromty01.html,jeromty01
Grant Jerrett,2015,2015,F,6-10,235.0,"July 8, 1993",Arizona,https://www.basketball-reference.com/players/j/jerregr01.html,jerregr01
Eugene Jeter,2011,2011,G,5-11,175.0,"December 2, 1983",University of Portland,https://www.basketball-reference.com/players/j/jetereu01.html,jetereu01
Hal Jeter,1970,1970,G,6-3,190.0,"May 17, 1945",Drake University,https://www.basketball-reference.com/players/j/jeterha01.html,jeterha01
Yi Jianlian,2008,2012,F,7-0,240.0,"October 27, 1987",,https://www.basketball-reference.com/players/j/jianlyi01.html,jianlyi01
Britton Johnsen,2004,2005,F,6-10,210.0,"July 8, 1979",Utah,https://www.basketball-reference.com/players/j/johnsbr01.html,johnsbr01
Alexander Johnson,2007,2008,F,6-9,240.0,"February 8, 1983",Florida State,https://www.basketball-reference.com/players/j/johnsal01.html,johnsal01
Alize Johnson,2019,2020,F,6-7,212.0,"April 22, 1996",Missouri State,https://www.basketball-reference.com/players/j/johnsal02.html,johnsal02
Amir Johnson,2006,2019,F-C,6-9,240.0,"May 1, 1987",,https://www.basketball-reference.com/players/j/johnsam01.html,johnsam01
Andy Johnson,1959,1962,F-G,6-5,215.0,"November 8, 1932",University of Portland,https://www.basketball-reference.com/players/j/johnsan01.html,johnsan01
Anthony Johnson,1998,2010,G,6-3,190.0,"October 2, 1974",College of Charleston,https://www.basketball-reference.com/players/j/johnsan02.html,johnsan02
Armon Johnson,2011,2012,G,6-3,195.0,"February 23, 1989",Nevada,https://www.basketball-reference.com/players/j/johnsar02.html,johnsar02
Arnie Johnson,1949,1953,F-C,6-5,236.0,"May 16, 1920",Bemidji State University,https://www.basketball-reference.com/players/j/johnsar01.html,johnsar01
Avery Johnson,1989,2004,G,5-10,175.0,"March 25, 1965","Cameron University, Southern University and A&M College",https://www.basketball-reference.com/players/j/johnsav01.html,johnsav01
B.J. Johnson,2019,2020,G,6-7,200.0,"December 21, 1995","Syracuse, La Salle",https://www.basketball-reference.com/players/j/johnsbj01.html,johnsbj01
Brice Johnson,2017,2018,F,6-10,230.0,"June 27, 1994",UNC,https://www.basketball-reference.com/players/j/johnsbr02.html,johnsbr02
Buck Johnson,1987,1993,F,6-7,190.0,"January 3, 1964",Alabama,https://www.basketball-reference.com/players/j/johnsbu01.html,johnsbu01
Cameron Johnson,2020,2020,F,6-8,210.0,"March 3, 1996","Pitt, UNC",https://www.basketball-reference.com/players/j/johnsca02.html,johnsca02
Carldell Johnson,2012,2012,G,5-10,180.0,"January 28, 1983",UAB,https://www.basketball-reference.com/players/j/johnsca01.html,johnsca01
Charles Johnson,1973,1979,G,6-0,170.0,"March 31, 1949",California,https://www.basketball-reference.com/players/j/johnsch01.html,johnsch01
Cheese Johnson,1980,1980,F-G,6-6,195.0,"September 7, 1957",Wichita State,https://www.basketball-reference.com/players/j/johnsch02.html,johnsch02
Chris Johnson,2011,2013,C,6-11,210.0,"July 15, 1985",LSU,https://www.basketball-reference.com/players/j/johnsch03.html,johnsch03
Chris Johnson,2013,2016,F-G,6-6,206.0,"April 29, 1990",Dayton,https://www.basketball-reference.com/players/j/johnsch04.html,johnsch04
Clay Johnson,1982,1984,G,6-4,175.0,"July 18, 1956",Missouri,https://www.basketball-reference.com/players/j/johnscl02.html,johnscl02
Clemon Johnson,1979,1988,C-F,6-10,240.0,"September 12, 1956",Florida A&M,https://www.basketball-reference.com/players/j/johnscl01.html,johnscl01
Dakari Johnson,2018,2018,C,7-0,255.0,"September 22, 1995",Kentucky,https://www.basketball-reference.com/players/j/johnsda04.html,johnsda04
Darryl Johnson,1996,1996,G,6-1,170.0,"October 26, 1965",Michigan State,https://www.basketball-reference.com/players/j/johnsda02.html,johnsda02
Dave Johnson,1993,1994,G-F,6-7,210.0,"November 16, 1970",Syracuse,https://www.basketball-reference.com/players/j/johnsda01.html,johnsda01
DeMarco Johnson,2000,2000,F,6-9,245.0,"October 6, 1975",UNC Charlotte,https://www.basketball-reference.com/players/j/johnsde02.html,johnsde02
Dennis Johnson*,1977,1990,G,6-4,185.0,"September 18, 1954",Pepperdine,https://www.basketball-reference.com/players/j/johnsde01.html,johnsde01
DerMarr Johnson,2001,2008,F,6-9,201.0,"May 5, 1980",Cincinnati,https://www.basketball-reference.com/players/j/johnsde03.html,johnsde03
Ed Johnson,1969,1971,C,6-8,205.0,"June 17, 1944",Tennessee State,https://www.basketball-reference.com/players/j/johnsed01.html,johnsed01
Eddie Johnson,1978,1987,G,6-2,180.0,"February 24, 1955",Auburn,https://www.basketball-reference.com/players/j/johnsed02.html,johnsed02
Eddie Johnson,1982,1999,F-G,6-7,215.0,"May 1, 1959",Illinois,https://www.basketball-reference.com/players/j/johnsed03.html,johnsed03
Eric Johnson,1990,1990,G,6-2,205.0,"February 7, 1966","Baylor, Nebraska",https://www.basketball-reference.com/players/j/johnser01.html,johnser01
Ervin Johnson,1994,2006,C,6-11,245.0,"December 21, 1967",New Orleans,https://www.basketball-reference.com/players/j/johnser02.html,johnser02
Frank Johnson,1982,1994,G,6-1,185.0,"November 23, 1958",Wake Forest,https://www.basketball-reference.com/players/j/johnsfr01.html,johnsfr01
George Johnson,1971,1974,C,6-11,245.0,"June 19, 1947",Stephen F. Austin,https://www.basketball-reference.com/players/j/johnsge01.html,johnsge01
George Johnson,1973,1986,C-F,6-11,205.0,"December 18, 1948",Dillard University,https://www.basketball-reference.com/players/j/johnsge02.html,johnsge02
George Johnson,1979,1986,F-C,6-7,210.0,"December 8, 1956",St. John's,https://www.basketball-reference.com/players/j/johnsge03.html,johnsge03
Gus Johnson*,1964,1973,F-C,6-6,230.0,"December 13, 1938",Idaho,https://www.basketball-reference.com/players/j/johnsgu01.html,johnsgu01
Harold Johnson,1947,1947,C,6-6,240.0,"January 30, 1920",Indiana State University,https://www.basketball-reference.com/players/j/johnsha01.html,johnsha01
Ivan Johnson,2012,2013,F,6-8,230.0,"April 10, 1984","Oregon, Cal State San Bernardino",https://www.basketball-reference.com/players/j/johnsiv01.html,johnsiv01
JaJuan Johnson,2012,2012,F,6-10,221.0,"February 8, 1989",Purdue,https://www.basketball-reference.com/players/j/johnsja02.html,johnsja02
James Johnson,2010,2020,F,6-7,240.0,"February 20, 1987",Wake Forest,https://www.basketball-reference.com/players/j/johnsja01.html,johnsja01
Joe Johnson,2002,2018,G-F,6-7,240.0,"June 29, 1981",Arkansas,https://www.basketball-reference.com/players/j/johnsjo02.html,johnsjo02
John Johnson,1971,1982,F,6-7,200.0,"October 18, 1947",Iowa,https://www.basketball-reference.com/players/j/johnsjo01.html,johnsjo01
Kannard Johnson,1988,1988,F,6-9,220.0,"June 24, 1965",Western Kentucky,https://www.basketball-reference.com/players/j/johnska01.html,johnska01
Keldon Johnson,2020,2020,G,6-5,220.0,"October 11, 1999",Kentucky,https://www.basketball-reference.com/players/j/johnske04.html,johnske04
Ken Johnson,1986,1986,F,6-8,240.0,"November 7, 1962","USC, Michigan State",https://www.basketball-reference.com/players/j/johnske01.html,johnske01
Ken Johnson,2003,2003,F-C,6-11,240.0,"February 1, 1978",Ohio State,https://www.basketball-reference.com/players/j/johnske03.html,johnske03
Kevin Johnson,1988,2000,G,6-1,180.0,"March 4, 1966",California,https://www.basketball-reference.com/players/j/johnske02.html,johnske02
Larry Johnson,1978,1978,G,6-3,205.0,"November 28, 1954",Kentucky,https://www.basketball-reference.com/players/j/johnsla01.html,johnsla01
Larry Johnson,1992,2001,F,6-6,250.0,"March 14, 1969",UNLV,https://www.basketball-reference.com/players/j/johnsla02.html,johnsla02
Lee Johnson,1981,1981,F,6-11,205.0,"June 16, 1957","Montana, East Texas State University",https://www.basketball-reference.com/players/j/johnsle01.html,johnsle01
Linton Johnson,2004,2009,F,6-8,205.0,"June 13, 1980",Tulane,https://www.basketball-reference.com/players/j/johnsli01.html,johnsli01
Magic Johnson*,1980,1996,G-F,6-9,215.0,"August 14, 1959",Michigan State,https://www.basketball-reference.com/players/j/johnsma02.html,johnsma02
Marques Johnson,1978,1990,F-G,6-7,218.0,"February 8, 1956",UCLA,https://www.basketball-reference.com/players/j/johnsma01.html,johnsma01
Mickey Johnson,1975,1986,F,6-10,190.0,"August 31, 1952",Aurora University,https://www.basketball-reference.com/players/j/johnsmi01.html,johnsmi01
Neil Johnson,1967,1973,F-C,6-7,220.0,"April 17, 1943",Creighton,https://www.basketball-reference.com/players/j/johnsne02.html,johnsne02
Nick Johnson,2015,2015,G,6-3,202.0,"December 22, 1992",Arizona,https://www.basketball-reference.com/players/j/johnsni01.html,johnsni01
Ollie Johnson,1973,1982,F,6-6,200.0,"May 11, 1949",Temple,https://www.basketball-reference.com/players/j/johnsol01.html,johnsol01
Omari Johnson,2018,2018,F,6-9,220.0,"November 26, 1989",Oregon State,https://www.basketball-reference.com/players/j/johnsom01.html,johnsom01
Orlando Johnson,2013,2016,G,6-5,220.0,"March 11, 1989","Loyola Marymount, UC Santa Barbara",https://www.basketball-reference.com/players/j/johnsor01.html,johnsor01
Ralph Johnson,1950,1953,G,5-11,170.0,"December 6, 1921",Huntington University,https://www.basketball-reference.com/players/j/johnsra01.html,johnsra01
Reggie Johnson,1981,1984,F-C,6-9,205.0,"June 25, 1957",Tennessee,https://www.basketball-reference.com/players/j/johnsre01.html,johnsre01
Rich Johnson,1969,1971,C,6-7,210.0,"December 18, 1946",Grambling State University,https://www.basketball-reference.com/players/j/johnsri01.html,johnsri01
Ron Johnson,1961,1961,F,6-8,215.0,"July 20, 1938",Minnesota,https://www.basketball-reference.com/players/j/johnsro01.html,johnsro01
Stanley Johnson,2016,2020,F,6-6,242.0,"May 29, 1996",Arizona,https://www.basketball-reference.com/players/j/johnsst04.html,johnsst04
Steffond Johnson,1987,1987,F,6-8,240.0,"November 4, 1962","LSU, San Diego State",https://www.basketball-reference.com/players/j/johnsst02.html,johnsst02
Steve Johnson,1982,1991,C-F,6-10,235.0,"November 3, 1957",Oregon State,https://www.basketball-reference.com/players/j/johnsst03.html,johnsst03
Stew Johnson,1968,1976,F-C,6-8,220.0,"August 19, 1944",Murray State,https://www.basketball-reference.com/players/j/johnsst01.html,johnsst01
Trey Johnson,2009,2012,G,6-5,218.0,"August 30, 1984","Alcorn State, Jackson State University",https://www.basketball-reference.com/players/j/johnstr01.html,johnstr01
Tyler Johnson,2015,2020,G,6-3,186.0,"May 7, 1992",Fresno State,https://www.basketball-reference.com/players/j/johnsty01.html,johnsty01
Vinnie Johnson,1980,1992,G,6-2,200.0,"September 1, 1956",Baylor,https://www.basketball-reference.com/players/j/johnsvi01.html,johnsvi01
Wesley Johnson,2011,2019,F-G,6-7,215.0,"July 11, 1987","Iowa State, Syracuse",https://www.basketball-reference.com/players/j/johnswe01.html,johnswe01
Darius Johnson-Odom,2013,2014,G,6-2,215.0,"September 28, 1989",Marquette,https://www.basketball-reference.com/players/j/johnsda03.html,johnsda03
Nate Johnston,1990,1990,F,6-8,210.0,"December 18, 1966",University of Tampa,https://www.basketball-reference.com/players/j/johnsna01.html,johnsna01
Neil Johnston*,1952,1959,C,6-8,210.0,"February 4, 1929",Ohio State,https://www.basketball-reference.com/players/j/johnsne01.html,johnsne01
Jim Johnstone,1983,1983,C-F,6-11,245.0,"September 20, 1960",Wake Forest,https://www.basketball-reference.com/players/j/johnsji01.html,johnsji01
Nikola Jokić,2016,2020,C-F,7-0,284.0,"February 19, 1995",,https://www.basketball-reference.com/players/j/jokicni01.html,jokicni01
Howie Jolliff,1961,1963,F-C,6-7,218.0,"July 20, 1938",Ohio University,https://www.basketball-reference.com/players/j/jolifho01.html,jolifho01
Alvin Jones,2002,2002,C,6-11,265.0,"September 9, 1978",Georgia Tech,https://www.basketball-reference.com/players/j/jonesal01.html,jonesal01
Anthony Jones,1987,1990,G-F,6-6,195.0,"September 13, 1962","Georgetown, UNLV",https://www.basketball-reference.com/players/j/jonesan01.html,jonesan01
Askia Jones,1995,1995,G,6-5,200.0,"December 3, 1971",Kansas State,https://www.basketball-reference.com/players/j/jonesas01.html,jonesas01
Bill Jones,1989,1989,F,6-7,175.0,"March 18, 1966",Iowa,https://www.basketball-reference.com/players/j/jonesbi01.html,jonesbi01
Bobby Jones*,1975,1986,F,6-9,210.0,"December 18, 1951",UNC,https://www.basketball-reference.com/players/j/jonesbo01.html,jonesbo01
